"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","SUB_TYPE","FFS","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","DECIMALS_DISPLAYED","TRANSFORMATION","UNIT","OVERLAP","COUNTRY_COVERAGE","TIME_COVERAGE","DOI","FULL_DESCRIPTION","AUTHOR","PUBLISHER","DEPARTMENT","CONTACT_POINT","TOPIC","TOPIC_DATASET","KEYWORDS","KEYWORDS_DATASET","LANGUAGE","PUBLICATION_DATE","UPDATE_DATE","METHODOLOGY","METHODOLOGY_NOTES","ACCESS_SHARING_LEVEL","ACCESS_SHARING_NOTES","SECURITY_CLASSIFICATION","SHORT_SOURCE_CITATION","FULL_SOURCE_CITATION","LICENSE","SUGGESTED_CITATION","KEY_INDICATOR","SERIES_NAME","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035"
"IMF.STA:FFS(1.0.2)","MAR.EX_MIT_SUP_CO.ECY_TOT.USQ2021.A","OBS_VALUE","Morocco","Explicit fossil fuel subsidies, Consumer fuel subsidies: supply cost","Electricity - other","USD at constant 2021 prices","Annual","Units","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Explicit Subsidies; Implicit Subsidies; Energy","English","2026-05-12T17:22:24.462211500Z","2026-05-12T17:22:24.529369900Z","","","Public (Unrestricted)","","Public or Unrestricted","","Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941; IMF staff estimations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Fossil Fuel Subsidies,  https://data.imf.org/en/datasets/IMF.STA:FFS. Accessed on [current date].","","","0.142061656","0.148961819","0.151507361","0.141426492","0.142288058","0.143476207","0.176799144","0.176785777","0.137432615","0.12727474","0.118960899","0.111161413","0.107782999","0.104021461","0.102149355","0.100344336","0.098893594","0.097993942","0.097203593","0.096307132","0.095422094"
"IMF.STA:FFS(1.0.2)","MNE.EX_MIT_RP.NGA_RES.USQ2021.A","OBS_VALUE","Montenegro","Explicit fossil fuel subsidies, Consumer fuel subsidies: consumer price","Natural gas - residential","USD at constant 2021 prices","Annual","Units","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Explicit Subsidies; Implicit Subsidies; Energy","English","2026-05-12T17:22:24.462211500Z","2026-05-12T17:22:24.529369900Z","","","Public (Unrestricted)","","Public or Unrestricted","","Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941; IMF staff estimations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Fossil Fuel Subsidies,  https://data.imf.org/en/datasets/IMF.STA:FFS. Accessed on [current date].","","","23.57896515","19.05875667","20.94566342","24.22941284","19.12122816","17.2560174","34.03648033","53.42350947","27.27867633","25.116","25.53686051","23.89397535","23.43990705","22.93572559","22.52890935","22.52890935","22.52890935","22.52890935","22.52890935","22.52890935","22.52890935"
"IMF.STA:FFS(1.0.2)","MAR.EX_MIT_RP.ECY_TOT.USQ2021.A","OBS_VALUE","Morocco","Explicit fossil fuel subsidies, Consumer fuel subsidies: consumer price","Electricity - other","USD at constant 2021 prices","Annual","Units","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Explicit Subsidies; Implicit Subsidies; Energy","English","2026-05-12T17:22:24.462211500Z","2026-05-12T17:22:24.529369900Z","","","Public (Unrestricted)","","Public or Unrestricted","","Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941; IMF staff estimations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Fossil Fuel Subsidies,  https://data.imf.org/en/datasets/IMF.STA:FFS. Accessed on [current date].","","","0.128333499","0.120195065","0.12792026","0.128620807","0.123877104","0.123560111","0.121715448","0.103005823","0.098922054","0.095831436","0.088064485","0.080778055","0.077621876","0.074107775","0.072358817","0.070672534","0.069317223","0.068476751","0.067738391","0.0669009","0.06607408"
"IMF.STA:FFS(1.0.2)","MAC.IM.ECY.USQ2021.A","OBS_VALUE","Macao Special Administrative Region, People's Republic of China","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Explicit Subsidies; Implicit Subsidies; Energy","English","2026-05-12T17:22:24.462211500Z","2026-05-12T17:22:24.529369900Z","","","Public (Unrestricted)","","Public or Unrestricted","","Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941; IMF staff estimations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Fossil Fuel Subsidies,  https://data.imf.org/en/datasets/IMF.STA:FFS. Accessed on [current date].","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","MNE.EX.OIL.USQ2021.A","OBS_VALUE","Montenegro","Explicit fossil fuel subsidies","Petroleum","USD at constant 2021 prices","Annual","Units","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Explicit Subsidies; Implicit Subsidies; Energy","English","2026-05-12T17:22:24.462211500Z","2026-05-12T17:22:24.529369900Z","","","Public (Unrestricted)","","Public or Unrestricted","","Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941; IMF staff estimations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Fossil Fuel Subsidies,  https://data.imf.org/en/datasets/IMF.STA:FFS. Accessed on [current date].","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","MKD.EX_MIT_RP.ECY_TOT.USQ2021.A","OBS_VALUE","North Macedonia, Republic of","Explicit fossil fuel subsidies, Consumer fuel subsidies: consumer price","Electricity - other","USD at constant 2021 prices","Annual","Units","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Explicit Subsidies; Implicit Subsidies; Energy","English","2026-05-12T17:22:24.462211500Z","2026-05-12T17:22:24.529369900Z","","","Public (Unrestricted)","","Public or Unrestricted","","Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941; IMF staff estimations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Fossil Fuel Subsidies,  https://data.imf.org/en/datasets/IMF.STA:FFS. Accessed on [current date].","","","0.088642726","0.079694554","0.078031359","0.094904673","0.09444096","0.089641649","0.114561981","0.19924464","0.135679899","0.103685268","0.103685268","0.103685268","0.103685268","0.103685268","0.103685268","0.103685268","0.103685268","0.103685268","0.103685268","0.103685268","0.103685268"
"IMF.STA:FFS(1.0.2)","MAC.EX_MIT_RP.ECY_IND.USQ2021.A","OBS_VALUE","Macao Special Administrative Region, People's Republic of China","Explicit fossil fuel subsidies, Consumer fuel subsidies: consumer price","Electricity - industrial","USD at constant 2021 prices","Annual","Units","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Explicit Subsidies; Implicit Subsidies; Energy","English","2026-05-12T17:22:24.462211500Z","2026-05-12T17:22:24.529369900Z","","","Public (Unrestricted)","","Public or Unrestricted","","Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941; IMF staff estimations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Fossil Fuel Subsidies,  https://data.imf.org/en/datasets/IMF.STA:FFS. Accessed on [current date].","","","0.19051571","0.190744343","0.190601188","0.191058092","0.191334932","0.185340166","0.181679101","0.171449003","0.165680809","0.162","0.148918139","0.133295692","0.123545918","0.11646202","0.109160859","0.10300283","0.09762695","0.093239133","0.089511824","0.086067996","0.08293472"
"IMF.STA:FFS(1.0.2)","MNE.IMEX.COA.USQ2021.A","OBS_VALUE","Montenegro","Implicit and explicit fossil fuel subsidies","Coal","USD at constant 2021 prices","Annual","Units","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Explicit Subsidies; Implicit Subsidies; Energy","English","2026-05-12T17:22:24.462211500Z","2026-05-12T17:22:24.529369900Z","","","Public (Unrestricted)","","Public or Unrestricted","","Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941; IMF staff estimations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Fossil Fuel Subsidies,  https://data.imf.org/en/datasets/IMF.STA:FFS. Accessed on [current date].","","","","","","","","","0.108220116","0.112382797","0.083986392","0.086789131","0.087848529","0.09013009","0.089416605","0.090697127","0.090445336","0.089873618","0.088800339","0.087734093","0.086651424","0.085547199","0.084408976"
"IMF.STA:FFS(1.0.2)","MAC.EX_MIT_RP.OOP_ALL.USQ2021.A","OBS_VALUE","Macao Special Administrative Region, People's Republic of China","Explicit fossil fuel subsidies, Consumer fuel subsidies: consumer price","Oil products - other","USD at constant 2021 prices","Annual","Units","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Explicit Subsidies; Implicit Subsidies; Energy","English","2026-05-12T17:22:24.462211500Z","2026-05-12T17:22:24.529369900Z","","","Public (Unrestricted)","","Public or Unrestricted","","Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941; IMF staff estimations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Fossil Fuel Subsidies,  https://data.imf.org/en/datasets/IMF.STA:FFS. Accessed on [current date].","","","0.881859117","0.739773357","0.919629275","1.120083255","1.058765534","0.811703758","1.124754119","1.306466204","1.066145697","1.027768096","0.864365122","0.809853052","0.802108412","0.798468309","0.794921054","0.794921054","0.794921054","0.794921054","0.794921054","0.794921054","0.794921054"
"IMF.STA:FFS(1.0.2)","MNE.IM.ALL.USQ2021.A","OBS_VALUE","Montenegro","Implicit fossil fuel subsidies","Total","USD at constant 2021 prices","Annual","Units","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Explicit Subsidies; Implicit Subsidies; Energy","English","2026-05-12T17:22:24.462211500Z","2026-05-12T17:22:24.529369900Z","","","Public (Unrestricted)","","Public or Unrestricted","","Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941; IMF staff estimations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Fossil Fuel Subsidies,  https://data.imf.org/en/datasets/IMF.STA:FFS. Accessed on [current date].","","","","","","","","","0.108220342","0.180685859","0.105997661","0.117970515","0.119559963","0.128186887","0.135148822","0.144866666","0.153409637","0.162094304","0.170641385","0.179576312","0.188886503","0.198581686","0.208668442"
"IMF.STA:FFS(1.0.2)","MAC.EX.NGA.USQ2021.A","OBS_VALUE","Macao Special Administrative Region, People's Republic of China","Explicit fossil fuel subsidies","Natural Gas","USD at constant 2021 prices","Annual","Units","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Explicit Subsidies; Implicit Subsidies; Energy","English","2026-05-12T17:22:24.462211500Z","2026-05-12T17:22:24.529369900Z","","","Public (Unrestricted)","","Public or Unrestricted","","Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941; IMF staff estimations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Fossil Fuel Subsidies,  https://data.imf.org/en/datasets/IMF.STA:FFS. Accessed on [current date].","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","MAC.EX_MIT_SUP_CO.NGA_IND.USQ2021.A","OBS_VALUE","Macao Special Administrative Region, People's Republic of China","Explicit fossil fuel subsidies, Consumer fuel subsidies: supply cost","Natural gas - industrial","USD at constant 2021 prices","Annual","Units","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Explicit Subsidies; Implicit Subsidies; Energy","English","2026-05-12T17:22:24.462211500Z","2026-05-12T17:22:24.529369900Z","","","Public (Unrestricted)","","Public or Unrestricted","","Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941; IMF staff estimations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Fossil Fuel Subsidies,  https://data.imf.org/en/datasets/IMF.STA:FFS. Accessed on [current date].","","","15.140707","10.974332","12.185684","14.21697","13.923296","11.42931","13.5322","19.894514","15.539008","13.543","13.615841","12.385086","12.044652","11.662682","11.350256","11.350256","11.350256","11.350256","11.350256","11.350256","11.350256"
"IMF.STA:FFS(1.0.2)","MNE.IM.ECY.USQ2021.A","OBS_VALUE","Montenegro","Implicit fossil fuel subsidies","Electricity","USD at constant 2021 prices","Annual","Units","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Explicit Subsidies; Implicit Subsidies; Energy","English","2026-05-12T17:22:24.462211500Z","2026-05-12T17:22:24.529369900Z","","","Public (Unrestricted)","","Public or Unrestricted","","Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941; IMF staff estimations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Fossil Fuel Subsidies,  https://data.imf.org/en/datasets/IMF.STA:FFS. Accessed on [current date].","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:FFS(1.0.2)","LUX.EX_MIT_RP.ECY_TOT.USQ2021.A","OBS_VALUE","Luxembourg","Explicit fossil fuel subsidies, Consumer fuel subsidies: consumer price","Electricity - other","USD at constant 2021 prices","Annual","Units","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Explicit Subsidies; Implicit Subsidies; Energy","English","2026-05-12T17:22:24.462211500Z","2026-05-12T17:22:24.529369900Z","","","Public (Unrestricted)","","Public or Unrestricted","","Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941; IMF staff estimations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Fossil Fuel Subsidies,  https://data.imf.org/en/datasets/IMF.STA:FFS. Accessed on [current date].","","","0.080704572","0.066629873","0.057564117","0.062437285","0.061325299","0.064202803","0.109844907","0.121012252","0.18660053","0.157849195","0.157849195","0.157849195","0.157849195","0.157849195","0.157849195","0.157849195","0.157849195","0.157849195","0.157849195","0.157849195","0.157849195"
"IMF.STA:FFS(1.0.2)","LUX.EX_MIT_SUP_CO.ECY_TOT.USQ2021.A","OBS_VALUE","Luxembourg","Explicit fossil fuel subsidies, Consumer fuel subsidies: supply cost","Electricity - other","USD at constant 2021 prices","Annual","Units","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Explicit Subsidies; Implicit Subsidies; Energy","English","2026-05-12T17:22:24.462211500Z","2026-05-12T17:22:24.529369900Z","","","Public (Unrestricted)","","Public or Unrestricted","","Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941; IMF staff estimations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Fossil Fuel Subsidies,  https://data.imf.org/en/datasets/IMF.STA:FFS. Accessed on [current date].","","","0.070085925","0.061535501","0.052663885","0.058108434","0.055280573","0.058227992","0.101249781","0.116355533","0.206621097","0.178756633","0.178756633","0.178756633","0.178756633","0.178756633","0.178756633","0.178756633","0.178756633","0.178756633","0.178756633","0.178756633","0.178756633"
"IMF.STA:FFS(1.0.2)","LSO.EX_MIT_RP.ECY_TOT.USQ2021.A","OBS_VALUE","Lesotho, Kingdom of","Explicit fossil fuel subsidies, Consumer fuel subsidies: consumer price","Electricity - other","USD at constant 2021 prices","Annual","Units","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Explicit Subsidies; Implicit Subsidies; Energy","English","2026-05-12T17:22:24.462211500Z","2026-05-12T17:22:24.529369900Z","","","Public (Unrestricted)","","Public or Unrestricted","","Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941; IMF staff estimations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Fossil Fuel Subsidies,  https://data.imf.org/en/datasets/IMF.STA:FFS. Accessed on [current date].","","","0.023814464","0.023516426","0.024304849","0.023726168","0.023303614","0.024227473","0.066341274","0.053639235","0.060065414","0.055422411","0.055316534","0.055402919","0.054135738","0.05369807","0.052895278","0.052314259","0.05168376","0.051071538","0.050490771","0.049908716","0.049339005"
"IMF.STA:FFS(1.0.2)","MLI.EX_MIT_RP.ECY_TOT.USQ2021.A","OBS_VALUE","Mali","Explicit fossil fuel subsidies, Consumer fuel subsidies: consumer price","Electricity - other","USD at constant 2021 prices","Annual","Units","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Explicit Subsidies; Implicit Subsidies; Energy","English","2026-05-12T17:22:24.462211500Z","2026-05-12T17:22:24.529369900Z","","","Public (Unrestricted)","","Public or Unrestricted","","Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941; IMF staff estimations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Fossil Fuel Subsidies,  https://data.imf.org/en/datasets/IMF.STA:FFS. Accessed on [current date].","","","0.225836963","0.224146173","0.20612037","0.199530028","0.153370332","0.192453273","0.187925339","0.192304203","0.183503336","0.168164728","0.133897665","0.112517394","0.093693335","0.077823069","0.066100485","0.058888191","0.051148501","0.040849073","0.03444703","0.031303862","0.028463065"
"IMF.STA:FFS(1.0.2)","MDG.EX_MIT_SUP_CO.ECY_TOT.USQ2021.A","OBS_VALUE","Madagascar, Republic of","Explicit fossil fuel subsidies, Consumer fuel subsidies: supply cost","Electricity - other","USD at constant 2021 prices","Annual","Units","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Explicit Subsidies; Implicit Subsidies; Energy","English","2026-05-12T17:22:24.462211500Z","2026-05-12T17:22:24.529369900Z","","","Public (Unrestricted)","","Public or Unrestricted","","Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941; IMF staff estimations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Fossil Fuel Subsidies,  https://data.imf.org/en/datasets/IMF.STA:FFS. Accessed on [current date].","","","0.221359843","0.25826213","0.275413449","0.255025266","0.267897891","0.282047054","0.259937023","0.260082039","0.181967279","0.173255659","0.167099229","0.154902405","0.150575681","0.14803726","0.146197294","0.144365988","0.142588335","0.141223524","0.140036898","0.138898176","0.137786487"
"IMF.STA:FFS(1.0.2)","MAC.EX_MIT_RP.COA_POW.USQ2021.A","OBS_VALUE","Macao Special Administrative Region, People's Republic of China","Explicit fossil fuel subsidies, Consumer fuel subsidies: consumer price","Coal - power","USD at constant 2021 prices","Annual","Units","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Explicit Subsidies; Implicit Subsidies; Energy","English","2026-05-12T17:22:24.462211500Z","2026-05-12T17:22:24.529369900Z","","","Public (Unrestricted)","","Public or Unrestricted","","Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941; IMF staff estimations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Fossil Fuel Subsidies,  https://data.imf.org/en/datasets/IMF.STA:FFS. Accessed on [current date].","","","3.605245205","3.847548561","4.625596612","5.168558458","4.203235979","3.669250733","5.493189138","9.416836513","5.937753223","4.833","4.096718067","4.106840162","4.142615365","4.112183434","4.081553388","4.081553388","4.081553388","4.081553388","4.081553388","4.081553388","4.081553388"
"IMF.STA:FFS(1.0.2)","MDA.EX_MIT_RP.ECY_TOT.USQ2021.A","OBS_VALUE","Moldova, Republic of","Explicit fossil fuel subsidies, Consumer fuel subsidies: consumer price","Electricity - other","USD at constant 2021 prices","Annual","Units","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Explicit Subsidies; Implicit Subsidies; Energy","English","2026-05-12T17:22:24.462211500Z","2026-05-12T17:22:24.529369900Z","","","Public (Unrestricted)","","Public or Unrestricted","","Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941; IMF staff estimations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Fossil Fuel Subsidies,  https://data.imf.org/en/datasets/IMF.STA:FFS. Accessed on [current date].","","","0.096580881","0.09667864","0.103615411","0.106143385","0.09444096","0.090853022","0.08879275","0.143378478","0.143871558","0.113006609","0.113006609","0.113006609","0.113006609","0.113006609","0.113006609","0.113006609","0.113006609","0.113006609","0.113006609","0.113006609","0.113006609"
"IMF.STA:FFS(1.0.2)","MAC.EX_MIT_SUP_CO.COA_POW.USQ2021.A","OBS_VALUE","Macao Special Administrative Region, People's Republic of China","Explicit fossil fuel subsidies, Consumer fuel subsidies: supply cost","Coal - power","USD at constant 2021 prices","Annual","Units","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Explicit Subsidies; Implicit Subsidies; Energy","English","2026-05-12T17:22:24.462211500Z","2026-05-12T17:22:24.529369900Z","","","Public (Unrestricted)","","Public or Unrestricted","","Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941; IMF staff estimations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Fossil Fuel Subsidies,  https://data.imf.org/en/datasets/IMF.STA:FFS. Accessed on [current date].","","","3.605245","3.847549","4.625597","5.168558","4.203236","3.669251","5.493189","9.416837","5.937753","4.833","4.096718","4.10684","4.142615","4.112183","4.081553","4.081553","4.081553","4.081553","4.081553","4.081553","4.081553"
"IMF.STA:FFS(1.0.2)","MAC.EX_MIT_SUP_CO.ECY_IND.USQ2021.A","OBS_VALUE","Macao Special Administrative Region, People's Republic of China","Explicit fossil fuel subsidies, Consumer fuel subsidies: supply cost","Electricity - industrial","USD at constant 2021 prices","Annual","Units","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Explicit Subsidies; Implicit Subsidies; Energy","English","2026-05-12T17:22:24.462211500Z","2026-05-12T17:22:24.529369900Z","","","Public (Unrestricted)","","Public or Unrestricted","","Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941; IMF staff estimations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Fossil Fuel Subsidies,  https://data.imf.org/en/datasets/IMF.STA:FFS. Accessed on [current date].","","","0.291127","0.304752","0.235716","0.235219","0.217544","0.248258","0.242026","0.242026","0.231208","0.208097","0.195015","0.179393","0.169643","0.162559","0.155258","0.1491","0.143724","0.139336","0.135609","0.132165","0.129032"
"IMF.STA:FFS(1.0.2)","MAC.EX_MIT_RP.ECY_TOT.USQ2021.A","OBS_VALUE","Macao Special Administrative Region, People's Republic of China","Explicit fossil fuel subsidies, Consumer fuel subsidies: consumer price","Electricity - other","USD at constant 2021 prices","Annual","Units","","","","","","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","Environment and climate","","Explicit Subsidies; Implicit Subsidies; Energy","English","2026-05-12T17:22:24.462211500Z","2026-05-12T17:22:24.529369900Z","","","Public (Unrestricted)","","Public or Unrestricted","","Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941; IMF staff estimations.","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. Fossil Fuel Subsidies,  https://data.imf.org/en/datasets/IMF.STA:FFS. Accessed on [current date].","","","0.19051571","0.190744343","0.190601188","0.191058092","0.191334932","0.185340166","0.179548014","0.170186557","0.164468413","0.160821857","0.147739995","0.132117548","0.122367774","0.115283876","0.107982716","0.101824687","0.096448807","0.09206099","0.088333681","0.084889853","0.081756576"
